Timestamp,Frame_ID,Gaze_X,Gaze_Y,Head_Yaw,Head_Pitch,Head_Roll,Active_Window,Left_Hand_Vis,Right_Hand_Vis,L_Wrist_X,L_Wrist_Y,R_Wrist_X,R_Wrist_Y
1770558058.6421945,33,0.49767208099365234,0.617906391620636,-27.03564899912264,-2.1940007327265953,3.5590991776757295,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558058.6800716,34,0.49504756927490234,0.6190149784088135,-28.508791254605537,-2.5728451817976956,3.636464040133562,Command Prompt - python  data_collector.py,1,0,0.8731940984725952,1.0142567157745361,0,0
1770558058.7293577,35,0.493535578250885,0.6177051067352295,-30.648856362206587,-4.325879758557602,4.042292158451416,Command Prompt - python  data_collector.py,1,0,0.8974219560623169,0.9761830568313599,0,0
1770558058.7867486,36,0.4908592104911804,0.6161082983016968,-29.578476638489484,2.8506541071544937,179.49359986113174,Command Prompt - python  data_collector.py,1,0,0.9222272634506226,0.9114811420440674,0,0
1770558058.838514,37,0.48837846517562866,0.6156264543533325,-29.891839023478095,3.3623548548676006,179.45298859140448,Command Prompt - python  data_collector.py,1,0,0.9277963042259216,0.8468027114868164,0,0
1770558058.8865182,38,0.4876066744327545,0.6153898239135742,-29.334549618874032,3.8212606689894573,179.53606551882385,Command Prompt - python  data_collector.py,1,0,0.926383376121521,0.8189809322357178,0,0
1770558058.9410594,39,0.4862340986728668,0.6164568066596985,-29.34309379902127,3.7836603779339657,179.22866176067953,Command Prompt - python  data_collector.py,1,0,0.92901211977005,0.7678829431533813,0,0
1770558058.9932382,40,0.4686810374259949,0.6262280941009521,-28.26078482974397,8.501642176245001,177.83615995367364,Command Prompt - python  data_collector.py,1,0,0.9334105253219604,0.6803080439567566,0,0
1770558059.0438783,41,0.46412453055381775,0.6285449266433716,-31.92633774555459,0.15557276612765705,3.3727782522132665,Command Prompt - python  data_collector.py,1,0,0.9339358806610107,0.6196107864379883,0,0
1770558059.0948904,42,0.4636513292789459,0.6287633776664734,-29.084709198944616,7.851785101475259,177.84481276680134,Command Prompt - python  data_collector.py,1,0,0.9333947896957397,0.609289288520813,0,0
1770558059.156255,43,0.46512430906295776,0.6288578510284424,-29.174846968769337,6.787211619810683,177.85373151081578,Command Prompt - python  data_collector.py,1,0,0.9340935945510864,0.5968838930130005,0,0
